Feature_Set,Feature_Family,Column_Name,Eligibility_Status,Reason,Coverage_Count_51,Coverage_Percent_51,Method_Constraint,Leakage_Status,Notes
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovery_twin_fraction,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovery_twin_thickness,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovery_twin_spacing_observed,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovery_twin_spacing_fraction_input_nm,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Precipitate_type,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,APT_local_composition,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,Local APT chemistry only; not bulk composition.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,EDS_local_composition,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",1,1.96,Local EDS chemistry only; not bulk composition.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Nominal_Composition_at_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",17,33.33,Nominal chemistry only; do not overwrite with measured chemistry.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Cr_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Mn_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Fe_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Co_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Ni_at%_uncertainty,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_Phase_State_Qualitative,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",12,23.53,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Magnetic_transition_T_K,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Low_T_Magnetic_Behavior,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Low_T_Magnetic_Behavior_T_K,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,3,5.88,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Sintering_T_C,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Relative_Density_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Effective_Grain_Size_Including_TB_PhaseBoundary_um,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_Sigma3_TB_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",10,19.61,Initial annealing-twin state only; never establish deformation TWIP.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_Twin_Type,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",10,19.61,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Mn_Oxide_Area_Fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,SPS_Pressure_MPa,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,SPS_Time_min,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,SPS_Vacuum_Pa,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",4,7.84,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Detwinning,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",2,3.92,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Feedstock_Composition_at_pct,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",4,7.84,Feedstock scope only; not automatically specimen bulk chemistry.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Local_EDS_Composition_at_pct,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",2,3.92,Local/scanned-region EDS only; not bulk composition.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,FCC_lattice_a_XRD_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,10,19.61,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,HCP_lattice_a_XRD_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,5,9.8,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,HCP_lattice_c_XRD_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,5,9.8,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,KAM_mean_deg,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",5,9.8,Eligible only for rows explicitly measured before tensile loading (current P014 initial states); P011 interrupted/fracture-stage KAM is post-test and excluded.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Measured_Composition_at_pct,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,Measured bulk chemistry; retain method and do not normalize in V1.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Grain_Size_Including_TB_as_HAB_um,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",6,11.76,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,TEST_CONDITIONS,Loading_Direction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",11,21.57,Must be a planned condition known before loading; no missing temperature/rate is inferred.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,TEST_CONDITIONS,Test_T_Raw,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",8,15.69,Raw reported temperature text; no RT-to-K conversion is performed in this task.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_MnO_fraction,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,HCP_Morphology,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_HCP_Origin,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Initial_FCC_lattice_a_A,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,1,1.96,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Initial_HCP_c_over_a,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,1,1.96,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,Initial_HCP_c_over_a_uncertainty,CANDIDATE_EXPLORATORY_LATER,Physics descriptor is method/temperature/phase sensitive and too sparse or heterogeneous for the initial baseline.,1,1.96,"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Cold_Roll_Pass_Reduction_mm,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Remelting_n,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recrystallized_fraction,CANDIDATE_EXPLORATORY_LATER,"Scientifically relevant but local/scope-specific, sparse, or method-heterogeneous; reserve for controlled ablation.",3,5.88,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_DIRECT,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Processing_TRIP,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,Pre-tensile processing-induced phase state only; never use as the tensile TRIP target.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Processing_TWIP,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",1,1.96,Pre-tensile processing-induced twin state only; never use as the tensile TWIP target.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_Twin_Origin,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",5,9.8,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PROCESSING,Raw_Material_Purity,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",2,3.92,Must describe processing completed before the tensile test; route text is not encoded in this task.,LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Texture_Orientation_Status,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",2,3.92,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Elemental_Segregation_Status,CANDIDATE_OPTIONAL_V1,"Pre-test and scientifically relevant, but representation, applicability, coverage, or method heterogeneity prevents CORE_V1 status.",2,3.92,"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",LEAKAGE_FREE_ONLY_WITH_SCOPE_GATE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,SFE_method,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,24,47.06,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,DeltaG_method,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,9,17.65,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,CHEMISTRY,Recovered_Composition_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,TEST_CONDITIONS,Recovered_Test_T_Status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,9,17.65,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Grain_size_scope,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Grain_size_status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Initial_HCP_status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Initial_BCC_alpha_martensite_status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,INITIAL_MICROSTRUCTURE,Recovered_Recrystallized_fraction_status,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
M5_PLUS_INITIAL_MICROSTRUCTURE,PHYSICS_THERMODYNAMICS,SFE_scope,CONTROL_ONLY_NOT_MODEL_FEATURE,Required source/method/scope control; retained in the manifest but excluded from candidate and complete-case counts.,6,11.76,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",CONTROL_ONLY_NEVER_MODEL_FEATURE,"Raw source column only; no imputation, encoding, normalization, conflict resolution, or derived descriptor was produced."
