Column_Name,Data_Type,Scientific_Family,Schema_Role,V1_Prediction_Time_Class,Experimental_Coverage_n,Experimental_Coverage_pct,CORE_M2,Pilot_M2_Action,Source_Type,Preprocessing,Potential_Leakage,Scientific_Justification,V2_Review_Status
RZ_Grain_Size_Uncertainty_um,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
NRZ_Subgrain_Size_um,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,2,2.899,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
NRZ_Avg_Dimension_um,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Twin_State,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,8,11.594,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Twin_Origin,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,8,11.594,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
PreTest_Twin_Width_nm,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Sigma3_Twin_Boundary_Fraction_Raw,object,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Dislocation_State,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,8,11.594,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Orientation_State,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_Twin_Target_Guardrail,object,TARGET,TARGET_ONLY,NOT_IN_V1,8,11.594,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Mechanical_Value_Status,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Mechanical_Predictor_Eligibility,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Evidence_Type,object,TARGET,TARGET_ONLY,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TWIP_Evidence_Type,object,TARGET,TARGET_ONLY,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Negative_Evidence_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,20,28.986,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Condition_Level_Target_Evidence,object,TARGET,TARGET_ONLY,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Target_Evidence_Confidence,object,TARGET,TARGET_ONLY,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Stage_Method,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Local_Strain_pct,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
HCP_Martensite_Fraction_at_Stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
DeltaG_Value_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
DeltaG_Data_Origin,object,OTHER,METADATA_ONLY,NOT_IN_V1,21,30.435,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Physics_Temperature_K,float64,METHOD_OR_SCOPE_SENSITIVE,PREDICTOR_SAFE_CONDITIONAL,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Pre-test candidate requiring method/source gating,EXPLICIT_V17_NEW_FIELD_REVIEW
Support_Record_ID,object,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Identifier only,EXPLICIT_V17_NEW_FIELD_REVIEW
P002_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,3,4.348,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_Record_Role,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_Target_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_Source_Identity_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_QC_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_Supplement_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
Journal,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Volume,float64,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Issue,float64,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Pages,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Publication_Year,float64,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Source_URL,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Alloy_Family_Text,object,IDENTITY_GROUPING,GROUPING_ONLY,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Grouping/independence control only,EXPLICIT_V17_NEW_FIELD_REVIEW
Alloy_Family_Use,object,IDENTITY_GROUPING,GROUPING_ONLY,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Grouping/independence control only,EXPLICIT_V17_NEW_FIELD_REVIEW
Melting_Route,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Casting_Route,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Cast_Bar_Dimensions_mm,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Rolling_T_Raw,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Post_Anneal_Cooling,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Test_Metadata_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
Initial_TRIP_Target_Guardrail,object,TARGET,TARGET_ONLY,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
FCC_Grain_Size_um,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
FCC_Grain_Morphology,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
HCP_Lath_Thickness_um,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Phase_Fraction_Methods,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,8,11.594,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Apparent_Yield_Onset_MPa,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
Yield_Definition,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Reported_Ultimate_Strength_MPa,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Reported_Elongation_pct,float64,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Strain_Basis_Status,object,MECHANICAL_RESPONSE,LEAKAGE_MECHANICAL_OUTCOME,NOT_IN_V1,6,8.696,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Same-test mechanical outcome,EXPLICIT_V17_NEW_FIELD_REVIEW
Target_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,18,26.087,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Parent_Phase,object,TARGET,TARGET_ONLY,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Product_Phase,object,TARGET,TARGET_ONLY,NOT_IN_V1,13,18.841,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TWIP_Phase,object,TARGET,TARGET_ONLY,NOT_IN_V1,4,5.797,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TWIP_Mode,object,TARGET,TARGET_ONLY,NOT_IN_V1,7,10.145,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
Slip_Evidence_Type,object,TARGET,TARGET_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Onset_Macro_Stress_MPa,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
HCP_Tensile_Twin_Onset_Macro_Stress_MPa,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
HCP_Multiple_Twin_Onset_Macro_Stress_MPa,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
HCP_Multiple_Twin_Onset_Macro_Strain_pct,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Late_Suppression_Strain_Threshold_pct,float64,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Rate_Status,object,MODEL_DERIVED_RESPONSE,LEAKAGE_MODEL_DERIVED,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Derived from observed response/mechanism,EXPLICIT_V17_NEW_FIELD_REVIEW
FCC_fraction_at_fracture,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
HCP_fraction_at_fracture,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Fracture_Phase_Fraction_Status,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Instrument,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Facility,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Diffraction_Type,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Detector_Directions,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Detector_Banks,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Phase_Quantification_Method,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Peak_Analysis_Method,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Neutron_Measured_Quantities,object,OTHER,METADATA_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Conservatively excluded from Pilot M2,EXPLICIT_V17_NEW_FIELD_REVIEW
Stage_Label,object,IDENTITY_GROUPING,IDENTIFIER_ONLY,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Identifier only,EXPLICIT_V17_NEW_FIELD_REVIEW
Stage_Stress_Range_Raw,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Stage_Strain_Relation,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Macro_Stress_MPa,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Macro_Strain_pct,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Mechanism_Event,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
TRIP_Stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
TWIP_Stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Slip_Stage,float64,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
Stage_Evidence_Type,object,POST_DEFORMATION_MICROSTRUCTURE,LEAKAGE_POST_TEST,NOT_IN_V1,0,0.0,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Observed after loading begins,EXPLICIT_V17_NEW_FIELD_REVIEW
P020_Target_Semantic_Note,object,TARGET,TARGET_ONLY,NOT_IN_V1,1,1.449,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
P021_Record_Role,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P021_Target_Status,object,TARGET,TARGET_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,True,Target definition/evidence; never a predictor,EXPLICIT_V17_NEW_FIELD_REVIEW
P021_Source_Identity_Status,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
P021_QC_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
P021_Recovery_Provenance_JSON,object,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Traceability/source audit only,EXPLICIT_V17_NEW_FIELD_REVIEW
Article_Number,float64,PROVENANCE_QC,PROVENANCE_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Bibliographic provenance,EXPLICIT_V17_NEW_FIELD_REVIEW
Replicate_n_Status,object,IDENTITY_GROUPING,GROUPING_ONLY,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Grouping/independence control only,EXPLICIT_V17_NEW_FIELD_REVIEW
Remelt_Count_Min,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,10,14.493,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Remelt_Count_Status,object,PROVENANCE_QC,METADATA_ONLY,NOT_IN_V1,10,14.493,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Audit/status metadata only,EXPLICIT_V17_NEW_FIELD_REVIEW
Alloy_Mass_g_Approx,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Remolded_Ingot_Dimensions_mm,object,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
Homogenization_T_C_Raw,float64,PROCESSING_OR_INITIAL_STATE,PREDICTOR_SAFE_DIRECT,NOT_IN_V1,5,7.246,False,EXCLUDE,SOURCE_OR_QC_METADATA,Not used in Pilot M2,False,Known before tensile loading,EXPLICIT_V17_NEW_FIELD_REVIEW
